country_code,country_name,year,who_adult_mortality_per_1000,who_adult_obesity_pct,who_alcohol_consumption_litres_per_capita,who_child_overweight_pct,who_child_stunting_pct,who_dtp3_immunization_pct,who_hale_birth_years,who_health_expenditure_pct_gdp,who_health_expenditure_per_capita_usd,who_hepatitis_b_under5_pct,who_hospital_beds_per_10000,who_insufficient_physical_activity_pct,who_life_expectancy_birth_years,who_maternal_mortality_per_100k,who_mcv1_immunization_pct,who_medical_doctors_per_10000,who_neonatal_mortality_per_1000_live_births,who_nursing_midwifery_per_10000,who_pm25_exposure,who_premature_ncd_mortality_pct,who_road_traffic_mortality_per_100k,who_safely_managed_sanitation_pct,who_safely_managed_water_pct,who_skilled_birth_attendance_pct,who_suicide_rate_per_100k,who_tuberculosis_incidence_per_100k,who_uhc_service_coverage_index,who_under5_mortality_per_1000_live_births
AFG,AFG,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.196610358
AFG,AFG,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.068536368
AFG,AFG,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.445237823
AFG,AFG,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.550811098
AFG,AFG,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.193254418
AFG,AFG,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.16288192
AFG,AFG,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.982342669
AFG,AFG,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.747572685
AFG,AFG,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.479101546
AFG,AFG,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.532520546
AFG,AFG,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.84011823
AFG,AFG,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.011140165
AFG,AFG,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.920851529
AFG,AFG,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.047739631
AFG,AFG,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.286485974
AFG,AFG,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.91013725
AFG,AFG,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.746880208
AFG,AFG,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.501207191
AFG,AFG,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.217995757
AFG,AFG,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.646042801
AFG,AFG,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.877697241
AFG,AFG,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.940651756
AFG,AFG,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.108891966
AFG,AFG,1980,,0.97484551,,,,,,,,,,,,,,,,,,,,,,,,,,245.161603903
AFG,AFG,1981,,1.0439184,,,,,,,,,,,,,,,,,,,,,,,,,,239.011378681
AFG,AFG,1982,,1.1198486,,,,,,,,,,,,,,,,,,,,,,,,,,277.035182071
AFG,AFG,1983,,1.2030833,,,,,,,,,,,,,,,,,,,,,,,,,,271.190071032
AFG,AFG,1984,,1.2941842,,,,,,,,,,,,,,,,,,,,,,,,,,303.820358179
AFG,AFG,1985,,1.3935842,,,,,,,,,,,,2231.506208,,,,,,,,,,,,,,296.047445135
AFG,AFG,1986,,1.5013812,,,,,,,,,,,,1856.920758,,,,,,,,,,,,,,250.47589474
AFG,AFG,1987,,1.6181033,,,,,,,,,,,,1820.591314,,,81.035735352,,,,,,,,,,,244.224517141
AFG,AFG,1988,,1.7447693,,,,,,,,,,,,1571.692582,,,78.801416381,,,,,,,,,,,194.298539266
AFG,AFG,1989,,1.8819038,,,,,,,,,,,,1520.027486,,,77.265036901,,,,,,,,,,,187.781604787
AFG,AFG,1990,,2.0304004,,,,,,,,,,,,1549.998624,,,75.761244212,,,,,,,,,,,181.384583734
AFG,AFG,1991,,2.191372,,,,,,,,,,,,1534.464445,,,74.243539558,,,,,,,,,,,175.173283456
AFG,AFG,1992,,2.3653883,,,,,,,,,,,,1443.339968,,,72.702504774,,,,,,,,,,,169.131970217
AFG,AFG,1993,,2.5532916,,,,,,,,,,,,1346.506432,,,71.223820184,,,,,,,,,,,163.536368994
AFG,AFG,1994,,2.756534,,,,,,,,,,,,1395.918586,,,69.811234077,,,,,,,,,,,158.272356261
AFG,AFG,1995,,2.9773857,,,,,,,,,,,,1413.953571,,,68.429341338,,,,,,,,,,,153.38482482
AFG,AFG,1996,,3.2171931,,,,,,,,,,,,1389.40267,,,67.121383392,,,,,,,,,,,148.773595777
AFG,AFG,1997,,3.4780506,,,,,,,,,,,,1375.644881,,,65.90528189,,,,,,,,,,,144.409539645
AFG,AFG,1998,,3.7615426,,,,,,,,,,,,1463.575532,,,64.691227663,,,,,,,,,,,140.162392712
AFG,AFG,1999,,4.0679425,,,,,,,,,,,,1346.174482,,,63.410401851,,,,,,,,,,,135.953639489
AFG,AFG,2000,378.1947584,4.3979093,0.00338867,4.8,55.5,24.0,46.02795049,,,,,22.208981,53.82332641,1371.645908,27.0,,62.176778194,,,43.2,,10.132091955,11.483052603,,7.18571671,148.0,30.0,131.707237184
AFG,AFG,2001,380.3377973,4.7510229,0.00338867,4.9,55.2,33.0,46.11612077,,,,,22.551735,53.91018761,1310.954923,37.0,2.02,60.881464165,,,43.5,,10.131490499,11.49520076,,7.270323099,175.0,31.0,127.479861753
AFG,AFG,2002,367.4595499,5.1281855,0.003952935,4.9,54.4,36.0,47.18485205,9.44339085,16.70697403,,,22.911697,55.15447775,1262.516681,35.0,,59.566755104,,,43.1,,10.853967147,12.298100233,,7.112669854,197.0,32.0,123.073446981
AFG,AFG,2003,353.4080104,5.529144,0.005954566,5.0,53.4,41.0,47.97795335,8.94125843,17.74602509,,,23.287958,56.08520691,1201.38145,39.0,,58.238948419,,,42.5,,11.576334568,13.100749903,14.0,7.043811425,215.0,33.0,118.547496516
AFG,AFG,2004,345.6656442,5.95438,0.008932828,5.0,52.4,50.0,48.32476083,9.80847359,21.42300415,,,23.680201,56.47652053,1166.469374,48.0,,56.831539034,,,42.3,,12.298130971,13.910266555,,7.025987348,228.0,34.0,113.944019412
AFG,AFG,2005,343.1738357,6.4047821,0.01302097,5.0,51.3,58.0,48.60924591,9.94828892,25.11388779,,,24.084969,56.79050349,1108.05603,50.0,,55.391228293,6.12,,41.9,,13.019249215,14.726554308,,6.901423338,237.0,35.0,109.329354079
AFG,AFG,2006,342.1524593,6.881465,0.016956882,5.0,50.3,58.0,48.78661975,10.62276554,28.9412632,,,24.506878,56.992143,1069.436333,53.0,1.66,53.927266818,4.58,,41.1,,13.740117504,15.542416981,,6.597560507,242.0,35.0,104.807773176
AFG,AFG,2007,338.5609265,7.3859014,0.018737782,5.0,49.0,63.0,49.00634401,9.90467453,32.70893097,,,24.961794,57.2548387,1032.007881,55.0,1.82,52.446781769,5.18,,40.5,,14.429987285,16.650249718,,6.469879492,241.0,36.0,100.374320592
AFG,AFG,2008,328.839874,7.9184458,0.019294278,4.9,47.8,64.0,49.54812824,10.25649548,39.88624954,,,25.430117,57.9008556,955.2373281,59.0,1.83,50.91087463,5.2,,39.6,,15.11708388,17.554294327,,6.299732987,235.0,36.0,96.086914451
AFG,AFG,2009,319.5729751,8.4791057,0.042861474,4.9,46.5,63.0,50.07140251,9.81848717,43.13351822,,,25.900749,58.52946588,925.4222917,60.0,2.2,49.436841672,6.28,,38.3,,15.801493841,18.389792868,,5.887666566,229.0,37.0,91.880708967
AFG,AFG,2010,314.119226,9.0678148,0.073829323,4.9,45.3,66.0,50.47166603,8.56967163,46.42438889,,,26.389519,59.00377167,892.7351444,62.0,2.44,47.960066745,,76.08127456,37.6,,16.420529527,19.224721735,34.0,5.729084361,218.0,38.0,87.956715295
AFG,AFG,2011,307.5688819,9.6882232,0.103777492,4.8,44.3,68.0,50.93310189,8.56190777,52.18721771,,4.459632455,26.887529,59.54863714,838.2355187,64.0,2.58,46.538395302,,69.962243047,37.2,,17.036280198,20.059192393,39.0,5.887317932,204.0,36.0,84.293222872
AFG,AFG,2012,304.5062462,10.343581,0.107259045,4.8,43.5,67.0,51.25516665,7.89716864,52.45247269,,4.638737991,27.400879,59.92210578,809.7532045,59.0,2.46,45.178673583,,69.066554052,36.5,,17.648822827,20.893079769,40.0,5.77040254,194.0,37.0,80.814509381
AFG,AFG,2013,297.7699616,11.038119,0.101695665,4.7,42.9,64.0,51.69269492,8.80596447,56.16043472,,4.596064177,27.937994,60.43497705,778.4308657,57.0,2.9,43.897956469,2.55,73.835965631,36.0,,18.258230663,21.726380039,,5.681976396,194.0,38.0,77.597498728
AFG,AFG,2014,301.3305708,11.77202,0.089394498,4.7,42.5,62.0,51.69511692,9.52887821,60.04951096,,4.558965245,28.491848,60.42859204,754.5868369,60.0,3.04,42.701078392,1.5,71.204213331,35.4,,18.864577633,22.559088981,45.0,5.531633945,197.0,38.0,74.614073412
AFG,AFG,2015,305.8992629,12.547846,0.077589898,4.6,42.2,64.0,51.61706961,10.10534763,59.91960526,0.4,4.431929186,29.068188,60.32951348,741.1936414,62.0,2.9,41.544548173,1.32,71.53047987,35.0,,19.467930181,23.391308181,51.0,5.315766383,200.0,38.0,71.898430064
AFG,AFG,2016,306.958998,13.361678,0.066258064,4.6,41.9,66.0,51.65871621,11.81859016,61.37234497,0.3,4.496174045,29.664152,60.39366208,702.2406141,64.0,2.84,40.442696779,1.51,75.131953639,34.9,,20.068371756,24.222922562,,5.31926668,204.0,39.0,69.371884203
AFG,AFG,2017,298.9690802,14.204022,0.060269275,4.6,41.5,64.0,52.04833652,12.62081718,66.82388306,0.3,4.237166677,30.270641,60.8752198,658.5652828,64.0,2.45,39.427327547,1.79,72.06970185,35.0,,20.665913884,25.055176743,53.4,5.468463495,209.0,40.0,67.070567379
AFG,AFG,2018,308.0082742,15.067677,0.060513186,4.5,41.2,68.0,51.72087439,14.20841885,71.22509003,0.3,4.002662817,30.885082,60.48797975,629.2391585,66.0,3.03,38.37562211,4.51,71.071420963,34.6,,21.260652268,25.888213385,58.8,5.422376218,212.0,42.0,64.823201121
AFG,AFG,2019,293.8305381,15.946291,0.054668276,4.5,40.9,65.0,52.30937005,14.83131981,74.0642395,0.3,3.833197301,31.4998,61.22381311,601.0600766,57.0,2.14,37.443076889,,60.081096437,34.4,,21.852704342,26.721854625,,5.36554001,213.0,42.0,62.715734355
AFG,AFG,2020,308.2409435,16.841929,0.050612082,4.4,40.7,61.0,51.65582147,15.53361416,80.0892334,0.3,3.346133088,32.113674,60.49099642,633.6187131,57.0,2.53,36.484495291,,51.60397707,34.8,,22.442198271,27.555934046,61.8,5.321130215,205.0,42.0,60.692321042
AFG,AFG,2021,344.1727682,17.756128,0.042608649,4.4,40.8,55.0,50.44624351,21.50844383,81.52112579,0.3,3.635212648,32.733776,59.12690224,660.2219088,51.0,,35.607827843,,55.660821411,32.7,24.1,23.029259356,28.390680185,,5.317680074,206.0,42.0,58.711672609
AFG,AFG,2022,,18.681836,0.036828759,4.4,41.1,60.0,,23.0881691,80.6516037,0.3,3.583394077,33.356445,,550.731835,58.0,,34.72058368,,54.174114538,,,23.614038712,29.225822667,,,206.0,42.0,56.770402516
AFG,AFG,2023,,19.617915,0.030239103,4.4,41.6,62.0,,14.9857626,59.06770706,0.3,3.525529744,,,520.5022864,57.0,3.17,33.904096055,5.49,49.349269316,,,24.196689113,29.907447654,67.5,,204.0,42.0,54.865097705
AFG,AFG,2024,,20.568031,0.030239103,4.4,42.0,63.0,,,,0.3,,,,,59.0,,33.136734283,,,,,24.777377415,30.554722311,,,203.0,,53.032021133
AFG,AFG,2025,,,,,,61.0,,,,,,,,,56.0,,,,,,,,,,,,,
AGO,AGO,1980,,1.7267242,,,,,,,,,,,,,,,,,,,,,,,,,,232.810813067
AGO,AGO,1981,,1.8141821,,,,,,,,,,,,,,,,,,,,,,,,,,228.803570743
AGO,AGO,1982,,1.9085195,,,,,,,,,,,,,,,,,,,,,,,,,,225.472638919
AGO,AGO,1983,,2.0101542,,,,,,,,,,,,,,,,,,,,,,,,,,222.102174735
AGO,AGO,1984,,2.1190258,,,,,,,,,,,,,,,,,,,,,,,,,,219.261580123
AGO,AGO,1985,,2.2350814,,,,,,,,,,,,876.5891097,,,,,,,,,,,,,,217.262340903
AGO,AGO,1986,,2.359098,,,,,,,,,,,,864.250694,,,,,,,,,,,,,,215.604806866
AGO,AGO,1987,,2.4921307,,,,,,,,,,,,919.5930558,,,,,,,,,,,,,,214.553602596
AGO,AGO,1988,,2.6341924,,,,,,,,,,,,895.3350855,,,,,,,,,,,,,,213.788078875
AGO,AGO,1989,,2.7851976,,,,,,,,,,,,883.8661273,,,45.863552484,,,,,,,,,,,213.165449915
AGO,AGO,1990,,2.9454067,,,,,,,,,,,,875.5935282,,,45.775749552,,,,,,,,,,,212.745938868
AGO,AGO,1991,,3.1145403,,,,,,,,,,,,826.3467469,,,45.711686957,,,,,,,,,,,212.554441711
AGO,AGO,1992,,3.2928385,,,,,,,,,,,,876.9939404,,,45.649080488,,,,,,,,,,,212.380537223
AGO,AGO,1993,,3.4821291,,,,,,,,,,,,855.0434162,,,45.540557852,,,,,,,,,,,212.087861706
AGO,AGO,1994,,3.6828604,,,,,,,,,,,,811.8619249,,,45.221132914,,,,,,,,,,,211.353393795
AGO,AGO,1995,,3.8926341,,,,,,,,,,,,771.7137319,,,44.809169903,,,,,,,,,,,209.920636058
AGO,AGO,1996,,4.1132566,,,,,,,,,,,,746.5831648,,,44.098177352,,,,,,,,,,,207.346955175
AGO,AGO,1997,,4.3478698,,,,,,,,,,,,717.1285446,,0.6,43.014557166,9.3,,,,,,,,,,203.522766454
AGO,AGO,1998,,4.5971598,,,,,,,,,,,,723.311262,,,41.662693586,,,,,,,,,,,198.392691508
AGO,AGO,1999,,4.8609704,,,,,,,,,,,,686.6371596,,,40.290270388,,,,,,,,,,,192.152664254
AGO,AGO,2000,345.5549339,5.1348329,1.690027759,2.4,47.5,31.0,42.8471807,1.68525279,13.15998554,,,22.192202,49.36774351,659.3351884,41.0,,39.149737256,,,30.5,,,,,17.15134096,270.0,28.0,184.987578304
AGO,AGO,2001,338.5688206,5.4170817,1.690027759,2.6,44.9,42.0,43.42967742,3.95882654,29.26095772,,,21.915886,50.06036648,628.606353,72.0,,38.064472942,,,29.7,,,,,16.32860984,336.0,29.0,176.332822655
AGO,AGO,2002,325.0863553,5.7052147,1.881264956,2.7,42.4,47.0,44.27867087,2.9398222,29.37077141,,,21.644115,51.05750193,602.3700556,74.0,,37.006797149,,,29.4,,,,,15.95340988,390.0,30.0,166.399339566
AGO,AGO,2003,321.6425218,5.9959553,1.994494538,2.8,40.0,46.0,44.87989285,3.10680342,35.2206955,,,21.373306,51.74053195,538.0167748,62.0,,35.87110793,,,29.3,,,,,16.39545767,434.0,30.0,155.5465276
AGO,AGO,2004,322.4242962,6.2871307,3.822185971,2.9,37.8,47.0,45.43836443,3.46084046,50.23310852,,,21.10359,52.3558271,498.9089688,64.0,0.63,34.535576369,9.94,,29.0,,,,,16.32504072,468.0,30.0,143.726422726
AGO,AGO,2005,313.8148713,6.5766454,5.718777595,3.0,35.9,47.0,46.28798858,2.54726577,54.66142273,,,20.834436,53.34585395,461.9025905,45.0,,33.028440203,,,27.8,,,,,15.30771605,491.0,31.0,131.532829023
AGO,AGO,2006,307.1595983,6.8622023,7.585087837,3.1,34.2,44.0,47.10596653,2.39833426,70.28185272,,,20.564934,54.27926946,437.16848,48.0,,31.43087327,,,27.9,,,,,15.71737403,507.0,34.0,119.842361
AGO,AGO,2007,297.2504091,7.1425855,7.807948549,3.1,32.8,43.0,48.04794308,2.65790844,93.42698669,,,20.295708,55.35489997,401.2986412,58.0,,29.966085158,,,26.6,,,,47.0,14.66251865,509.0,37.0,109.012479295
AGO,AGO,2008,292.108723,7.4167408,7.960067587,3.1,31.7,45.0,48.8268575,2.97807598,136.34094238,,,20.025875,56.22016209,372.2048971,58.0,,28.657778113,,,26.0,,,,,13.82412741,499.0,38.0,99.154670206
AGO,AGO,2009,287.7820588,7.6835208,8.27122331,3.1,31.1,47.0,49.59239612,3.30655909,120.5289917,,,19.7547,57.07394875,348.0829497,58.0,1.32,27.321152536,13.2,,25.6,,,,,13.465964,489.0,38.0,90.746760596
AGO,AGO,2010,281.9835325,7.9450525,8.481110228,3.1,30.8,49.0,50.36859207,2.36373854,96.95197296,,,19.48488,57.96461105,321.4337389,59.0,,26.09929613,,18.798957158,24.8,,,,,12.79806247,480.0,38.0,83.372267457
AGO,AGO,2011,277.8647148,8.2058355,8.727592883,3.1,30.9,50.0,51.05446448,2.35561895,122.11888123,,,19.218645,58.75334146,300.586423,59.0,,24.843585012,,19.245558622,24.7,,,,,12.87851847,469.0,39.0,77.207322461
AGO,AGO,2012,274.3745993,8.4719598,8.720430094,3.1,31.4,52.0,51.67331406,2.13677311,121.84848022,,,18.960588,59.46233734,277.7975873,59.0,,23.643444707,,18.999329554,24.3,,,,,12.6480712,458.0,37.0,72.043342953
AGO,AGO,2013,267.6763471,8.7480664,8.709945567,3.1,32.3,54.0,52.32705987,2.4297719,142.78450012,,,18.71521,60.21682799,266.7850365,59.0,,22.540845965,,19.245051457,24.2,,,,,12.78048489,453.0,37.0,67.905171572
AGO,AGO,2014,256.2382363,9.0385638,8.14359551,3.1,33.5,55.0,53.09963627,2.15680027,130.5861969,,,18.487064,61.13534716,261.7348521,56.0,,21.583363917,,18.367302607,23.1,,,,,11.87227473,451.0,37.0,64.535842847
AGO,AGO,2015,253.1652435,9.3457133,7.435354313,3.1,34.8,56.0,53.49860069,2.29966879,107.52857208,2.5,,18.278337,61.59307464,249.3749766,52.0,,20.900876706,,19.280007945,23.2,,,,,12.14248626,445.0,39.0,61.760602762
AGO,AGO,2016,255.2976104,9.6687794,6.710663127,3.1,36.3,57.0,53.72970361,2.39068723,94.01481628,2.6,,18.088612,61.84956314,235.6878204,49.0,,20.369419026,,19.820603985,23.0,,,,49.6,12.02824561,433.0,40.0,59.643039935
AGO,AGO,2017,257.6269589,10.003951,6.427804127,3.2,37.7,55.0,53.90308468,2.4379425,112.75364685,2.6,,17.917162,62.03682911,220.3095473,47.0,2.12,19.973153228,,19.141713947,22.9,,,,,11.88435267,418.0,42.0,57.899380891
AGO,AGO,2018,258.2608024,10.349412,6.086395133,3.2,39.1,64.0,54.11595761,2.29887486,83.87555695,2.7,,17.764174,62.27158067,208.382423,56.0,2.11,19.685709266,,19.024250248,24.0,,,,,12.97428999,403.0,41.0,56.490285284
AGO,AGO,2019,257.8985583,10.706406,5.320127009,3.3,40.5,61.0,54.31664954,2.20394278,64.4466095,2.8,7.530972445,17.629074,62.49147407,201.5926827,59.0,,19.410192224,,20.146051533,24.6,,,,,13.55044132,390.0,45.0,55.348073537
AGO,AGO,2020,255.3577877,11.076964,4.576291303,3.5,42.0,55.0,54.32812945,2.81688905,56.01641846,2.9,,17.512449,62.64827403,194.8259598,54.0,,19.227194579,,19.330363766,25.3,,,,,13.79925623,373.0,43.0,54.21613812
AGO,AGO,2021,276.6706223,11.459894,4.104062,3.7,43.5,50.0,53.76187008,2.73987103,66.94487,3.0,,17.413521,62.13113467,210.5683328,48.0,,18.986875519,,19.393182447,24.7,15.0,,,,14.58163984,371.0,38.0,53.17771549
AGO,AGO,2022,,11.855334,3.977260025,4.0,45.2,48.0,,2.60041046,103.94506073,3.1,,17.329948,,184.5930974,50.0,2.44,18.721232942,18.73,19.733473211,,,,,,,379.0,45.0,51.8639872
AGO,AGO,2023,,12.264708,3.778472696,4.3,46.5,60.0,,2.54692864,76.07118225,3.1,,,,183.2019263,63.0,,18.447375534,,21.221469748,,,,,,,383.0,44.0,50.513435585
AGO,AGO,2024,,12.688406,3.778472696,4.7,47.7,58.0,,,,3.1,,,,,53.0,2.02,18.121246155,13.9,,,,,,,,373.0,,48.999665582
AGO,AGO,2025,,,,,,52.0,,,,,,,,,71.0,,,,,,,,,,,,,
AIA,AIA,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.205255127
AIA,AIA,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.811015114
AIA,AIA,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.520066485
AIA,AIA,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.322980626
AIA,AIA,1989,,,,,,,,,,,,,,,,,10.872739278,,,,,,,,,,,20.192872638
AIA,AIA,1990,,,,,,,,,,,,,,,,,10.274732771,,,,,,,,,,,19.162373896
AIA,AIA,1991,,,,,,,,,,,,,,,,,9.723204424,,,,,,,,,,,18.178333706
AIA,AIA,1992,,,,,,,,,,,,,,,,,9.250107221,,,,,,,,,,,17.244761029
AIA,AIA,1993,,,,,,,,,,,,,,,,,8.795203225,,,,,,,,,,,16.407433551
AIA,AIA,1994,,,,,,,,,,,,,,,,,8.340086813,,,,,,,,,,,15.646228387
AIA,AIA,1995,,,,,,,,,,,,,,,,,7.955174236,,,,,,,,,,,14.864535843
AIA,AIA,1996,,,,,,,,,,,,,,,,,7.58068757,,,,,,,,,,,14.173848281
AIA,AIA,1997,,,,,,,,,,,,,,,,,7.248375308,,,,,,,,,,,13.53915324
AIA,AIA,1998,,,,,,,,,,,,,,,,,6.947189308,,,,,,,,,,,12.955292385
AIA,AIA,1999,,,,,,,,,,,,,,,,,6.667423819,,,,,,,,,,,12.426869477
AIA,AIA,2000,,,,,,,,,,,,,,,,,6.410750072,,,,,,,,,,,11.952703796
AIA,AIA,2001,,,,,,,,,,,,,,,,,6.170435736,,,,,,,,,,,11.517314943
AIA,AIA,2002,,,,,,,,,,,,,,,,,5.934633926,,,,,,,,,,,11.132947546
AIA,AIA,2003,,,,,,,,,,,,,,,,,5.727793141,,,,,,,,,,,10.748564284
AIA,AIA,2004,,,,,,,,,,,,,,,,,5.550298223,,,,,,,,,,,10.394712912
AIA,AIA,2005,,,,,,,,,,,,,,,,,5.379408125,,,,,,,,,,,10.045616131
AIA,AIA,2006,,,,,,,,,,,,,,,,,5.199364845,,,,,,,,,,,9.728299855
AIA,AIA,2007,,,,,,,,,,,,,,,,,5.026844321,,,,,,,,,,,9.428824859
AIA,AIA,2008,,,,,,,,,,,,,,,,,4.866612469,,,,,,,,,,,9.142603435
AIA,AIA,2009,,,,,,,,,,,,,,,,,4.717897201,,,,,,,,,,,8.886829623
AIA,AIA,2010,,,,,,,,,,,,,,,,,4.562721405,,10.941638406,,,,,100.0,,,,8.61951152
AIA,AIA,2011,,,,,,,,,,,,,,,,,4.431797543,,10.082770707,,,,,,,,,8.363794782
AIA,AIA,2012,,,,,,,,,,,,,,,,,4.308826068,,10.319084113,,,,,100.0,,,,8.136444496
AIA,AIA,2013,,,,,,,,,,,,,,,,,4.196272202,,9.880038124,,,,,100.0,,,,7.88844869
AIA,AIA,2014,,,,,,,,,,,,,,,,,4.066723511,,9.45692503,,,,,100.0,,,,7.661290383
AIA,AIA,2015,,,,,,,,,,,,,,,,,3.947286548,,10.48201149,,,,,99.0,,,,7.44768447
AIA,AIA,2016,,,,,,,,,,,,,,,,,3.819773673,,9.187549879,,,,,100.0,,,,7.227815306
AIA,AIA,2017,,,,,,,,,,,,,,,,,3.711489831,,9.450732553,,,,,100.0,,,,7.008277107
AIA,AIA,2018,,,,,,,,,,,,,,,,,3.600178088,,8.987118736,,,,,100.0,,,,6.787469613
AIA,AIA,2019,,,,,,,,,,,,,,,,,3.477481015,,8.596171789,,,,,100.0,,,,6.589360516
AIA,AIA,2020,,,,,,,,,,,,,,,,,3.359857161,,9.174030554,,,,,100.0,,,,6.387075739
AIA,AIA,2021,,,,,,,,,,,,,,,,,3.25101851,,9.343099931,,,,,100.0,,,,6.184075695
AIA,AIA,2022,,,,,,,,,,,,,,,,,3.148814368,,7.71556967,,,,,100.0,,,,5.97878357
AIA,AIA,2023,,,,,,,,,,,,,,,,,3.047220567,,7.717858211,,,,,100.0,,,,5.78181603
AIA,AIA,2024,,,,,,,,,,,,,,,,,2.948506747,,,,,,,100.0,,,,5.607729463
ALB,ALB,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.575350382
ALB,ALB,1979,,,,,,,,,,,,,,,,,22.507376385,,,,,,,,,,,88.762586834
ALB,ALB,1980,,10.364953,,,,,,,,,,,,,,,21.154608048,,,,,,,,,,,81.590316422
ALB,ALB,1981,,10.429458,,,,,,,,,,,,,,,19.737365064,,,,,,,,,,,74.967665959
ALB,ALB,1982,,10.49937,,,,,,,,,,,,,,,18.325095269,,,,,,,,,,,68.946910452
ALB,ALB,1983,,10.571648,,,,,,,,,,,,,,,17.067155191,,,,,,,,,,,63.566041141
ALB,ALB,1984,,10.646856,,,,,,,,,,,,,,,15.983030093,,,,,,,,,,,58.821258518
ALB,ALB,1985,,10.723433,,,,,,,,,,,,37.99778229,,,15.089733097,,,,,,,,,,,54.625636062
ALB,ALB,1986,,10.804021,,,,,,,,,,,,35.17040693,,,14.385721009,,,,,,,,,,,50.94990717
ALB,ALB,1987,,10.888854,,,,,,,,,,,,33.15333393,,,13.826069499,,,,,,,,,,,47.738636216
ALB,ALB,1988,,10.974526,,,,,,,,,,,,31.95795942,,,13.320637355,,,,,,,,,,,44.975267044
ALB,ALB,1989,,11.060373,,,,,,,,,,,,30.88055562,,,12.850046477,,,,,,,,,,,42.601912851
ALB,ALB,1990,,11.146317,,,,,,,,,,,,29.51206216,,13.78,12.531346175,45.1,,,,,,,,,,40.569949503
ALB,ALB,1991,,11.241517,,,,,,,,,,,,27.59026448,,14.6,12.367628614,,,,,,,,,,,38.786044545
ALB,ALB,1992,,11.349016,,,,,,,,,,,,25.79019188,,16.04,12.32649223,,,,,,,,,,,37.306342333
ALB,ALB,1993,,11.468735,,,,,,,,,,,,23.67204824,,13.77,12.314814556,48.24,,,,,,,,,,35.956026964
ALB,ALB,1994,,11.605219,,,,,,,,,,,,22.23483246,,12.94,12.289850917,49.58,,,,,,,,,,34.699711585
ALB,ALB,1995,,11.76089,,,,,,,,,,,,20.89407905,,13.02,12.335084802,43.94,,,,,,,,,,33.461868354
ALB,ALB,1996,,11.941304,,,,,,,,,,,,19.92865281,,13.18,12.413805608,44.01,,,,,,,,,,32.194377339
ALB,ALB,1997,,12.150379,,,,,,,,,,,,20.70723912,,13.33,12.421403496,44.23,,,,,,,,,,30.903468954
ALB,ALB,1998,,12.389806,,,,,,,,,,,,17.73772083,,13.47,12.415048788,39.66,,,,,,,,,,29.617030496
ALB,ALB,1999,,12.658235,,,,,,,,,,,,16.54762283,,,12.304877574,39.92,,,,,,,,,,28.308954063
ALB,ALB,2000,90.7042813,12.953497,4.79313826,19.9,29.9,97.0,64.47740779,5.87429667,65.47674561,,32.09577313,20.314325,73.68285742,15.4198653,95.0,13.66,12.095941428,39.7,,18.0,,22.879987373,49.138319967,99.0,5.073942899,21.0,56.0,26.968839869
ALB,ALB,2001,83.73105636,13.269196,4.79313826,21.0,29.9,97.0,66.2076632,5.8561573,73.92171478,,31.738175774,20.348841,76.04202157,14.4295666,95.0,13.03,11.810233277,38.1,,15.0,,23.475974334,49.08119867,,4.396183669,20.0,55.0,25.623950882
ALB,ALB,2002,84.24613188,13.597436,4.902547996,22.0,29.7,98.0,65.86774353,5.59802675,78.72909546,,30.908444064,20.392864,75.48885772,13.78387477,96.0,11.67,11.479761534,36.6,,15.8,,24.036736599,48.984765804,98.0,4.458581465,21.0,55.0,24.257549262
